Harga,Cicilan,Alamat,KT,KM,Garasi,LT,LB
208000 ,Cicilan : 22 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,0.00 ,180.00 ,240.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Buah Batu, Bandung",4.00 ,3.00 ,0.00 ,100.00 ,116.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,1.00 ,279.00 ,235.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Setiabudi, Bandung",NULL,NULL,0.00 ,216.00 ,150.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Gede Bage, Bandung",4.00 ,2.00 ,1.00 ,84.00 ,115.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,2.00 ,2.00 ,122.00 ,220.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Soekarno Hatta, Bandung",3.00 ,2.00 ,2.00 ,144.00 ,110.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,3.00 ,0.00 ,98.00 ,133.00 
5038 ,Cicilan : 560 Ribuan per bulan,"Bandung Kota, Bandung",1.00 ,1.00 ,1.00 ,60.00 ,40.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Cileunyi, Bandung",5.00 ,2.00 ,1.00 ,160.00 ,210.00 
52000 ,Cicilan : 5 Jutaan per bulan,"Cijerah, Bandung",2.00 ,2.00 ,0.00 ,120.00 ,112.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Ciateul, Bandung",2.00 ,1.00 ,0.00 ,190.00 ,110.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,3.00 ,1.00 ,132.00 ,164.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Soreang, Bandung",2.00 ,2.00 ,0.00 ,50.00 ,71.00 
217750 ,Cicilan : 24 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,3.00 ,2.00 ,257.00 ,170.00 
1040000 ,Cicilan : 114 Jutaan per bulan,"Terusan Buah Batu, Bandung",85.00 ,85.00 ,0.00 ,800.00 ,1600.00 
55185 ,Cicilan : 6 Jutaan per bulan,"Margahayu, Bandung",3.00 ,1.00 ,1.00 ,100.00 ,105.00 
128050 ,Cicilan : 14 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,2.00 ,1.00 ,144.00 ,120.00 
35750 ,Cicilan : 3 Jutaan per bulan,"Gunung Batu, Bandung",3.00 ,2.00 ,0.00 ,54.00 ,99.00 
133250 ,Cicilan : 14 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,3.00 ,1.00 ,240.00 ,200.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Rancasari, Bandung",3.00 ,2.00 ,1.00 ,75.00 ,82.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Kopo, Bandung",3.00 ,2.00 ,1.00 ,140.00 ,110.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,252.00 ,167.00 
22750 ,Cicilan : 2 Jutaan per bulan,"Bandung Wetan, Bandung",3.00 ,2.00 ,2.00 ,70.00 ,94.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,252.00 ,167.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,0.00 ,144.00 ,100.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,4.00 ,1.00 ,340.00 ,590.00 
23725 ,Cicilan : 2 Jutaan per bulan,"Ngamprah, Bandung",2.00 ,1.00 ,1.00 ,61.00 ,40.00 
38220 ,Cicilan : 4 Jutaan per bulan,"Cibiru, Bandung",2.00 ,2.00 ,1.00 ,60.00 ,45.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Ngamprah, Bandung",3.00 ,1.00 ,1.00 ,104.00 ,80.00 
156000 ,Cicilan : 17 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,0.00 ,100.00 ,60.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Terusan Buah Batu, Bandung",4.00 ,3.00 ,0.00 ,124.00 ,100.00 
747500 ,Cicilan : 82 Jutaan per bulan,"Cipaganti, Bandung",4.00 ,4.00 ,0.00 ,580.00 ,400.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,0.00 ,145.00 ,100.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,162.00 ,105.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Pondok Hijau, Bandung",8.00 ,7.00 ,0.00 ,462.00 ,410.00 
113750 ,Cicilan : 12 Jutaan per bulan,"Gede Bage, Bandung",2.00 ,2.00 ,1.00 ,66.00 ,54.00 
81250 ,Cicilan : 8 Jutaan per bulan,"Kopo, Bandung",3.00 ,3.00 ,0.00 ,94.00 ,140.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,4.00 ,1.00 ,340.00 ,590.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,162.00 ,105.00 
29250 ,Cicilan : 3 Jutaan per bulan,"Andir, Bandung",NULL,NULL,0.00 ,48.00 ,80.00 
617500 ,Cicilan : 68 Jutaan per bulan,"Lengkong, Bandung",8.00 ,5.00 ,0.00 ,524.00 ,430.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Tubagus Ismail, Bandung",5.00 ,2.00 ,0.00 ,117.00 ,140.00 
455000 ,Cicilan : 50 Jutaan per bulan,"Bandung Wetan, Bandung",5.00 ,4.00 ,2.00 ,176.00 ,270.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,108.00 ,80.00 
266500 ,Cicilan : 29 Jutaan per bulan,"Dago, Bandung",8.00 ,7.00 ,1.00 ,241.00 ,385.00 
266500 ,Cicilan : 29 Jutaan per bulan,"Dago, Bandung",8.00 ,7.00 ,1.00 ,241.00 ,385.00 
198250 ,Cicilan : 21 Jutaan per bulan,"Otista, Bandung",4.00 ,3.00 ,2.00 ,145.00 ,285.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Cibeunying, Bandung",2.00 ,2.00 ,0.00 ,74.00 ,70.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Caringin, Bandung",3.00 ,2.00 ,0.00 ,160.00 ,140.00 
19825 ,Cicilan : 2 Jutaan per bulan,"Terusan Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,40.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Caringin, Bandung",3.00 ,3.00 ,0.00 ,160.00 ,110.00 
32435 ,Cicilan : 3 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,50.00 
95550 ,Cicilan : 10 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,97.00 ,65.00 
243750 ,Cicilan : 26 Jutaan per bulan,"Astanaanyar, Bandung",9.00 ,5.00 ,1.00 ,280.00 ,258.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Regol, Bandung",3.00 ,3.00 ,0.00 ,149.00 ,169.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
76050 ,Cicilan : 8 Jutaan per bulan,"Cicendo, Bandung",3.00 ,2.00 ,1.00 ,71.00 ,65.00 
65000 ,Cicilan : 7 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,2.00 ,1.00 ,99.00 ,120.00 
76700 ,Cicilan : 8 Jutaan per bulan,"Antapani, Bandung",3.00 ,2.00 ,1.00 ,72.00 ,109.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,123.00 
38935 ,Cicilan : 4 Jutaan per bulan,"Ujungberung, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,60.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Cibaduyut, Bandung",4.00 ,3.00 ,1.00 ,97.00 ,105.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
53950 ,Cicilan : 5 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,1.00 ,1.00 ,90.00 ,50.00 
10075 ,Cicilan : 1 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,0.00 ,36.00 ,50.00 
135200 ,Cicilan : 14 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,150.00 ,65.00 
17875 ,Cicilan : 1 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Turangga, Bandung",2.00 ,2.00 ,2.00 ,128.00 ,100.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,122.00 
51090 ,Cicilan : 5 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,1.00 ,91.00 ,60.00 
50700 ,Cicilan : 5 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,104.00 ,70.00 
23400 ,Cicilan : 2 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,45.00 
32435 ,Cicilan : 3 Jutaan per bulan,"Ujungberung, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,50.00 
57850 ,Cicilan : 6 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,105.00 
64350 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,70.00 ,125.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Cibaduyut, Bandung",5.00 ,3.00 ,0.00 ,464.00 ,210.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Ciateul, Bandung",NULL,NULL,0.00 ,111.00 ,75.00 
682500 ,Cicilan : 75 Jutaan per bulan,"Dago, Bandung",14.00 ,8.00 ,9.00 ,1500.00 ,900.00 
32825 ,Cicilan : 3 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,90.00 
39000 ,Cicilan : 4 Jutaan per bulan,"Cihanjuang, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,56.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,126.00 
27300 ,Cicilan : 3 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,70.00 
21255 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,36.00 ,60.00 
390000 ,Cicilan : 42 Jutaan per bulan,"Cipaku, Bandung",5.00 ,3.00 ,0.00 ,350.00 ,500.00 
76050 ,Cicilan : 8 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,0.00 ,72.00 ,60.00 
19305 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,36.00 ,50.00 
16965 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,30.00 ,45.00 
747500 ,Cicilan : 82 Jutaan per bulan,"Cipaganti, Bandung",4.00 ,4.00 ,0.00 ,580.00 ,400.00 
14105 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,25.00 ,35.00 
156000 ,Cicilan : 17 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,0.00 ,100.00 ,60.00 
13975 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",1.00 ,1.00 ,0.00 ,45.00 ,30.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
747500 ,Cicilan : 82 Jutaan per bulan,"Setiabudi, Bandung",5.00 ,6.00 ,8.00 ,825.00 ,450.00 
17875 ,Cicilan : 1 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
204100 ,Cicilan : 22 Jutaan per bulan,"Dago, Bandung",3.00 ,2.00 ,2.00 ,119.00 ,264.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Gede Bage, Bandung",4.00 ,3.00 ,1.00 ,120.00 ,142.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Setiabudi, Bandung",4.00 ,2.00 ,0.00 ,150.00 ,150.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,2.00 ,0.00 ,101.00 ,80.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,125.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Pondok Hijau, Bandung",5.00 ,3.00 ,5.00 ,419.00 ,450.00 
32435 ,Cicilan : 3 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,50.00 
156000 ,Cicilan : 17 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,1.00 ,100.00 ,60.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Buah Batu, Bandung",6.00 ,2.00 ,1.00 ,230.00 ,245.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
51025 ,Cicilan : 5 Jutaan per bulan,"Margahayu, Bandung",4.00 ,2.00 ,0.00 ,155.00 ,130.00 
221000 ,Cicilan : 24 Jutaan per bulan,"Setiabudi, Bandung",5.00 ,3.00 ,2.00 ,342.00 ,256.00 
217750 ,Cicilan : 24 Jutaan per bulan,"Asia Afrika, Bandung",3.00 ,3.00 ,1.00 ,150.00 ,285.00 
1105000 ,Cicilan : 121 Jutaan per bulan,"Sayap Dago, Bandung",14.00 ,4.00 ,8.00 ,483.00 ,260.00 
552500 ,Cicilan : 60 Jutaan per bulan,"Lembang, Bandung",2.00 ,NULL,0.00 ,1050.00 ,200.00 
552500 ,Cicilan : 60 Jutaan per bulan,"Dago, Bandung",8.00 ,5.00 ,4.00 ,792.00 ,347.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Gatot Subroto, Bandung",4.00 ,3.00 ,4.00 ,496.00 ,200.00 
23400 ,Cicilan : 2 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,45.00 
17875 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
15925 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
13975 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,30.00 
23400 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,45.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
57070 ,Cicilan : 6 Jutaan per bulan,"Rancasari, Bandung",2.00 ,1.00 ,0.00 ,112.00 ,45.00 
81250 ,Cicilan : 8 Jutaan per bulan,"Antapani, Bandung",NULL,NULL,0.00 ,112.00 ,90.00 
135200 ,Cicilan : 14 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,150.00 ,65.00 
15925 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
32435 ,Cicilan : 3 Jutaan per bulan,"Ujungberung, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,50.00 
13975 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,30.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
38935 ,Cicilan : 4 Jutaan per bulan,"Margahayu, Bandung",NULL,NULL,0.00 ,80.00 ,100.00 
221000 ,Cicilan : 24 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,135.00 ,224.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Terusan Buah Batu, Bandung",4.00 ,3.00 ,1.00 ,124.00 ,100.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Antapani, Bandung",2.00 ,2.00 ,1.00 ,90.00 ,180.00 
247000 ,Cicilan : 27 Jutaan per bulan,"Gede Bage, Bandung",4.00 ,3.00 ,1.00 ,178.00 ,150.00 
113750 ,Cicilan : 12 Jutaan per bulan,"Pasir Luyu, Bandung",4.00 ,1.00 ,1.00 ,149.00 ,100.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,122.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Muara, Bandung",NULL,NULL,0.00 ,265.00 ,150.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Ciateul, Bandung",NULL,NULL,0.00 ,153.00 ,200.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,225.00 ,300.00 
38935 ,Cicilan : 4 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,60.00 
42900 ,Cicilan : 4 Jutaan per bulan,"Lembang, Bandung",2.00 ,2.00 ,1.00 ,60.00 ,67.00 
13975 ,Cicilan : 1 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,0.00 ,45.00 ,30.00 
448500 ,Cicilan : 49 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,3.00 ,2.00 ,298.00 ,400.00 
32175 ,Cicilan : 3 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,1.00 ,1.00 ,84.00 ,75.00 
23400 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,45.00 
204100 ,Cicilan : 22 Jutaan per bulan,"Dago, Bandung",3.00 ,2.00 ,2.00 ,119.00 ,264.00 
15925 ,Cicilan : 1 Jutaan per bulan,"Terusan Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
258050 ,Cicilan : 28 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,2.00 ,198.00 ,200.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Sarijadi, Bandung",4.00 ,3.00 ,2.00 ,120.00 ,170.00 
17875 ,Cicilan : 1 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
234000 ,Cicilan : 25 Jutaan per bulan,"Batununggal, Bandung",4.00 ,3.00 ,2.00 ,165.00 ,250.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,2.00 ,1.00 ,104.00 ,125.00 
85150 ,Cicilan : 9 Jutaan per bulan,"Antapani, Bandung",3.00 ,2.00 ,1.00 ,81.00 ,65.00 
76050 ,Cicilan : 8 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,0.00 ,72.00 ,60.00 
390000 ,Cicilan : 42 Jutaan per bulan,"Cipaku, Bandung",5.00 ,3.00 ,0.00 ,350.00 ,500.00 
220350 ,Cicilan : 24 Jutaan per bulan,"Parongpong, Bandung",4.00 ,2.00 ,2.00 ,401.00 ,150.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,126.00 
30550 ,Cicilan : 3 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,45.00 
38480 ,Cicilan : 4 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,60.00 
185250 ,Cicilan : 20 Jutaan per bulan,"Setra Duta, Bandung",4.00 ,3.00 ,1.00 ,126.00 ,160.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Mekar Wangi, Bandung",5.00 ,3.00 ,0.00 ,327.00 ,400.00 
32435 ,Cicilan : 3 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,50.00 
30550 ,Cicilan : 3 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,45.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Dadali, Bandung",6.00 ,4.00 ,4.00 ,348.00 ,400.00 
24830 ,Cicilan : 2 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Bojongsoang, Bandung",3.00 ,2.00 ,1.00 ,124.00 ,100.00 
204100 ,Cicilan : 22 Jutaan per bulan,"Dago, Bandung",3.00 ,2.00 ,2.00 ,119.00 ,264.00 
22555 ,Cicilan : 2 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
30550 ,Cicilan : 3 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,60.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,125.00 
24830 ,Cicilan : 2 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,36.00 ,60.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
22555 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,36.00 ,50.00 
161850 ,Cicilan : 17 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,3.00 ,0.00 ,96.00 ,220.00 
21255 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,36.00 ,60.00 
204100 ,Cicilan : 22 Jutaan per bulan,"Dago, Bandung",3.00 ,2.00 ,2.00 ,119.00 ,264.00 
19305 ,Cicilan : 2 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,36.00 ,50.00 
16965 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,30.00 ,45.00 
14105 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,25.00 ,35.00 
135200 ,Cicilan : 14 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,150.00 ,65.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,124.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,108.00 ,80.00 
NULL,Cicilan : 20 Miliaran per bulan,"Soekarno Hatta, Bandung",6.00 ,4.00 ,1.00 ,144.00 ,150.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
104000 ,Cicilan : 11 Jutaan per bulan,"BKR, Bandung",3.00 ,3.00 ,2.00 ,95.00 ,105.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,3.00 ,1.00 ,124.00 ,136.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,80.00 ,125.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Turangga, Bandung",4.00 ,4.00 ,1.00 ,255.00 ,300.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Sarijadi, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,123.00 
455000 ,Cicilan : 50 Jutaan per bulan,"Kopo, Bandung",6.00 ,3.00 ,4.00 ,513.00 ,500.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Babakanciparay, Bandung",4.00 ,4.00 ,1.00 ,180.00 ,250.00 
58500 ,Cicilan : 6 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,1.00 ,60.00 ,70.00 
38935 ,Cicilan : 4 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,60.00 
53625 ,Cicilan : 5 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,70.00 ,94.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Turangga, Bandung",5.00 ,4.00 ,2.00 ,101.00 ,210.00 
487500 ,Cicilan : 53 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,3.00 ,2.00 ,359.00 ,400.00 
94250 ,Cicilan : 10 Jutaan per bulan,"Moch Toha, Bandung",3.00 ,2.00 ,0.00 ,94.00 ,130.00 
76050 ,Cicilan : 8 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,71.00 ,65.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,1.00 ,86.00 ,45.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,2.00 ,112.00 ,122.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Lembang, Bandung",3.00 ,3.00 ,1.00 ,128.00 ,148.00 
42185 ,Cicilan : 4 Jutaan per bulan,"Rancasari, Bandung",2.00 ,2.00 ,1.00 ,65.00 ,45.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Margaasih, Bandung",4.00 ,2.00 ,0.00 ,154.00 ,200.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,3.00 ,1.00 ,120.00 ,230.00 
7800 ,Cicilan : 860 Ribuan per bulan,"Banjaran, Bandung",NULL,NULL,0.00 ,40.00 ,25.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Lembang, Bandung",5.00 ,5.00 ,2.00 ,298.00 ,325.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,200.00 ,146.00 
2340000 ,Cicilan : 257 Jutaan per bulan,"Setiabudi, Bandung",NULL,NULL,0.00 ,1440.00 ,430.00 
1397500 ,Cicilan : 154 Jutaan per bulan,"Setiabudi, Bandung",NULL,NULL,0.00 ,860.00 ,230.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,2.00 ,1.00 ,186.00 ,180.00 
